Time,Latitude,Longitude,Altitude,Easting,Northing,Zone,Letter
64072,42.33604833333333,8.766333333333334,37.3,480750.4290145549,4687114.8184989225,32,T
64072,42.33604833333333,8.766333333333334,37.3,480750.4290145549,4687114.8184989225,32,T
64073,42.33606,8.766315,37.0,480748.92226335057,4687116.118061149,32,T
64073,42.33606,8.766315,37.0,480748.92226335057,4687116.118061149,32,T
64073,42.33606,8.766315,37.0,480748.92226335057,4687116.118061149,32,T
64073,42.33606,8.766315,37.0,480748.92226335057,4687116.118061149,32,T
64073,42.33606,8.766315,37.0,480748.92226335057,4687116.118061149,32,T
64073,42.33606,8.766315,37.0,480748.92226335057,4687116.118061149,32,T
64074,42.33607166666667,8.766298333333333,36.7,480747.5528135195,4687117.41724653,32,T
64074,42.33607166666667,8.766298333333333,36.7,480747.5528135195,4687117.41724653,32,T
64074,42.33607166666667,8.766298333333333,36.7,480747.5528135195,4687117.41724653,32,T
64075,42.336083333333335,8.766285,36.8,480746.4579657725,4687118.715677794,32,T
64075,42.336083333333335,8.766285,36.8,480746.4579657725,4687118.715677794,32,T
